# Name: V/50
# Title: Bright Star Catalogue, 5th Revised Ed. (Hoffleit+, 1991)
# Coosys	J2000_2000.000:	eq_FK5 J2000
# Table	V_50_catalog:
# Name: V/50/catalog
# Title: The main part of the Catalogue
# Column	RA	(F8.4)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
# Column	DEC	(F8.4)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
# Column	HD	(I6)	[1/225300]? Henry Draper Catalog Number	[ucd=meta.id]
# Column	Vmag	(F5.2)	?Visual magnitude (1)	[ucd=phot.mag;em.opt.V]
      RA |      DEC |     HD |  Vmag
 27.1621 |  37.9528 |  10975 |  5.94
 27.0454 |  16.9556 |  10982 |  5.84
 27.1733 |  32.6903 |  11007 |  5.79
   26.82 |   -41.76 |  11022 |  6.18
 24.3667 | -84.7697 |  11025 |  5.69
 27.3154 |  47.8969 |  11031 |  5.82
 27.1083 |   3.6856 |  11037 |  5.91
 26.9492 | -37.1597 |  11050 |  6.32
 27.7379 |  51.9333 |  11151 |   5.9
 27.5354 |  22.2753 |  11154 |  5.86
 27.3962 | -10.6864 |  11171 |  4.67
 27.3312 | -31.0728 |  11183 |  6.34
 27.9971 |  55.1475 |  11241 |  5.52
 27.7167 |  11.0433 |  11257 |  5.94
 27.4533 | -38.4039 |  11262 |  6.37
 28.0392 |  50.7928 |  11291 |  5.79
 27.5842 | -47.8164 |  11332 |  6.14
 28.2117 |  51.4747 |  11335 |  6.26
  27.865 |  -10.335 |  11353 |  3.73
 28.4521 |  55.5981 |  11408 |  6.45
 27.7271 | -50.2061 |  11413 |  5.94
 28.5987 |    63.67 |  11415 |  3.38
 28.3221 |  40.7297 |  11428 |   5.4
 28.2704 |  29.5789 |  11443 |  3.41
 28.3825 |  19.2958 |  11503 |  4.83
 28.3825 |  19.2936 |  11502 |  4.75
 28.2171 | -16.9292 |  11522 |   5.8
    29.0 |  68.6853 |  11529 |  4.99
 28.3887 |   3.1875 |  11559 |  4.62
 26.9437 | -80.1767 |  11604 |  6.06
 28.7242 |  40.7019 |  11613 |  6.24
 28.7396 |  37.1283 |  11624 |  6.26
   28.66 |  20.8081 |  11636 |  2.64
 28.3467 | -38.5947 |  11643 |   6.1
 28.4117 | -46.3025 |  11695 |  4.41
 28.9767 |  37.2778 |  11727 |  5.89
 29.0387 |  37.2517 |  11749 |  5.67
 28.5917 | -42.4969 |  11753 |  5.11
 28.9625 |  23.5772 |  11763 |  5.74
 28.9742 |   1.8497 |  11803 |  6.01
 29.6387 |  61.6981 |  11857 |  6.02
  29.485 |  41.6944 |  11905 |  6.78
 29.3379 |  17.8175 |  11909 |   5.1
 29.4325 |  27.8044 |  11928 |  5.82
 29.1675 | -22.5269 |  11930 |  4.85
 28.9896 | -51.6089 |  11937 |   3.7
 29.9083 |  64.6214 |  11946 |  5.26
   29.64 |  49.2042 |  11949 |  5.69
 29.4821 |  23.5961 |  11973 |  4.79
 28.7337 | -67.6472 |  11977 |  4.69
 28.9433 | -60.8614 |  11995 |  6.06
 30.7383 |  77.9164 |  12005 |  6.04
 29.2504 | -51.7661 |  12042 |   6.1
 29.2917 |  -47.385 |  12055 |  4.83
 30.4892 |  70.9069 |  12111 |  4.54
 29.6112 | -33.0667 |  12135 |  6.35
 29.8987 |  21.0583 |  12139 |  5.87
 29.8579 |  12.2947 |  12140 |  6.09
 30.7938 |  73.8506 |  12173 |  6.23
 30.8588 |  72.4214 |  12216 |  3.98
 31.2808 |  77.2814 |  12230 |  5.38
 30.0383 |   3.0972 |  12235 |  5.88
 29.9421 | -20.8244 |  12255 |  5.41
 29.4733 | -65.4247 |  12270 |  6.37
 30.0012 | -21.0778 |  12274 |   4.0
 30.7196 |  64.9014 |  12279 |   6.0
 30.1121 |  -8.5236 |  12292 |  5.51
 29.9117 | -42.0306 |  12296 |  5.57
 30.7512 |    64.39 |  12301 |  5.58
 30.5754 |  54.4875 |  12303 |  5.04
 29.6925 | -61.5697 |  12311 |  2.86
   31.38 |   76.115 |  12339 |  5.22
 28.9604 | -78.3483 |  12363 |  6.16
 30.3112 | -30.0017 |  12438 |  5.35
 30.5117 |   2.7636 |  12446 |  5.23
 30.5117 |   2.7636 |  12447 |  4.33
 32.3554 |  81.2958 |  12467 |  6.05
 31.1671 |  65.1033 |  12468 |  6.52
 30.7417 |  33.2839 |  12471 |   5.5
 29.9212 | -66.0664 |  12477 |   6.1
 30.6467 |  13.4767 |  12479 |  5.94
 30.4267 | -44.7136 |  12524 |  5.14
  30.975 |  42.3297 |  12533 |  2.26
 34.2154 |  57.0553 |  13854 |  6.48
 30.9779 |  42.3308 |  12534 |  4.84
 30.9137 |  25.9356 |  12558 |  5.63
 30.6171 |  -29.665 |  12563 |  6.42
 30.7987 |   0.1283 |  12573 |  5.43
 30.7442 | -15.3058 |  12583 |  5.86
 30.9275 |  18.2533 |  12594 |  6.21
 30.9508 |  -0.3403 |  12641 |  5.93
 30.9187 |  -4.1036 |  12642 |  5.62
 31.1225 | -29.2969 |  12767 |  4.69
 31.6412 |  22.6483 |  12869 |  5.03
 31.5512 |   8.2475 |  12872 |  6.31
  31.705 |  25.7047 |  12885 |  6.15
 31.6221 |    0.035 |  12923 |  6.28
 31.7933 |  23.4625 |  12929 |   2.0
 32.1687 |  58.4236 |  12953 |  5.67
   32.14 |  44.4594 |  13013 |  6.42
 32.1221 |  37.8592 |  13041 |  4.82
 32.5325 |  53.8431 |  13137 |  6.31
 32.3858 |  34.9872 |  13161 |   3.0
 32.3554 |  25.9397 |  13174 |  4.98
 32.3462 |  17.2244 |  13201 |  6.43
 32.1904 | -17.7794 |  13215 |   6.1
 33.3383 |  74.0278 |  13222 |  6.29
 32.8708 |  57.6458 |  13267 |  6.36
   32.72 |  39.0394 |  13294 |  5.63
 32.7237 |  39.0431 |  13295 |   6.1
  32.395 | -24.3458 |  13305 |  6.48
 32.6567 |  19.5003 |  13325 |   5.7
 32.2887 | -43.5167 |  13336 |  5.85
    32.8 |  25.9369 |  13363 |  6.02
 32.8542 |  31.5264 |  13372 |  6.23
 32.8379 |   8.5697 |  13421 |  5.63
 32.5204 | -43.8156 |  13423 |  6.32
 32.6067 | -50.8244 |  13445 |  6.12
 32.8425 | -10.0522 |  13456 |  6.01
 32.8992 |  -1.8253 |  13468 |  5.93
 33.6212 |  66.5244 |  13474 |  6.07
 33.4229 |  58.5611 |  13476 |  6.44
 33.0929 |  30.3031 |  13480 |  4.94
 33.3054 |  44.2317 |  13520 |  4.83
 33.1562 |  24.1678 |  13522 |  5.96
 33.4012 |  51.0658 |  13530 |  5.31
 33.2004 |  21.2108 |  13555 |  5.27
 33.5108 |  47.4842 |  13594 |  6.06
 33.2638 |  15.2797 |  13596 |  5.71
   33.25 |   8.8467 |  13611 |  4.37
 33.1979 |  -2.3936 |  13612 |  5.54
 33.2537 | -21.0003 |  13692 |  5.86
 33.2271 | -30.7239 |  13709 |  5.28
 33.9913 |  47.8114 |  13818 |  6.33
 33.9842 |  33.3589 |  13869 |  5.28
 33.9417 |  25.7831 |  13871 |  5.79
 33.9283 |  25.0431 |  13872 |  5.58
 33.8679 |  -9.4656 |  13936 |  6.55
 33.6333 | -41.1667 |  13940 |  5.91
 34.2633 |  34.2242 |  13974 |  4.87
 34.4996 |  57.8997 |  13982 |  5.75
 34.5187 |  57.5167 |  13994 |  5.98
 34.3892 |  44.3069 |  14028 |   6.7
 34.3287 |  33.8472 |  14055 |  4.01
 34.2933 |  23.7678 |  14067 |  6.55
 34.2458 |  -6.4222 |  14129 |  5.51
 33.5612 | -67.8417 |  14141 |  5.55
 35.0537 |  64.3372 |  14171 |   6.6
 34.5312 |  19.9011 |  14191 |  5.62
   34.82 |    47.38 |  14212 |   5.3
 34.7954 |  46.4725 |  14213 |  6.21
 34.5058 |   1.7578 |  14214 |  5.58
 34.8446 |  48.9553 |  14221 |  6.37
 34.1275 | -51.5122 |  14228 |  3.56
 34.7375 |  28.6425 |  14252 |  5.03
 34.7417 |  23.1678 |  14262 |  6.46
 34.9054 |   39.835 |  14272 |  6.63
 33.8687 | -67.7464 |  14287 |  5.69
 35.1725 |  47.3108 |  14372 |  6.11
 35.0183 |  30.1883 |  14373 |  6.47
 34.8362 |  -2.9775 |  14386 |  3.04
 35.2425 |  50.1514 |  14392 |  5.59
 34.7437 | -25.9456 |  14412 |  6.34
   34.92 |  -4.3456 |  14417 |   6.5
 35.5892 |  55.8456 |  14489 |  5.17
 34.8529 | -41.8483 |  14509 |  6.37
 35.7096 |  41.3964 |  14622 |  5.82
 34.9762 | -55.9447 |  14641 |  5.81
 35.4858 |   0.3958 |  14652 |  5.28
 35.9658 |  55.3644 |  14662 |  6.28
 35.5517 |   -0.885 |  14690 |  5.42
 35.5058 | -10.7778 |  14691 |  5.46
 35.5208 | -17.6622 |  14728 |  5.87
 36.1037 |  50.0067 |  14770 |  5.19
 35.6358 | -23.8164 |  14802 |   5.2
 36.3167 |    56.61 |  14818 |  6.25
 35.7408 | -18.3544 |  14830 |  6.22
 35.5492 |    -43.2 |  14832 |  6.31
 36.4058 |  50.2786 |  14872 |  4.71
 35.7771 | -37.5764 |  14890 |  6.53
 35.7275 | -51.0922 |  14943 |  5.92
 36.2042 |  10.6106 |  14951 |  5.47
 36.0837 | -25.8475 |  14988 |  6.44
 36.2433 |    -2.78 |  15004 |  6.33
 35.4371 | -68.6594 |  15008 |  4.09
 36.1408 | -40.8406 |  15064 |  6.18
 37.2667 |  67.4025 |  15089 |  4.52
 36.4875 | -12.2906 |  15130 |  4.89
 36.9658 |  50.5697 |  15138 |  6.12
 36.5012 | -15.3411 |  15144 |  5.83
 36.7792 |  27.0133 |  15152 |  6.18
 36.8654 |  31.8014 |  15176 |  5.54
 36.6467 | -20.0428 |  15220 |  5.88
 36.2246 | -60.3119 |  15233 |  5.35
 35.7179 | -73.6458 |  15248 |  5.01
 37.3542 |  55.5364 |  15253 |  6.51
 37.0417 |  29.6694 |  15257 |  5.29
 37.0396 |     8.46 |  15318 |  4.28
    37.0 |   1.9608 |  15328 |  6.45
 37.2021 |  29.9319 |  15335 |  5.89
 36.7462 | -47.7039 |  15371 |  4.25
 36.3596 | -66.4947 |  15379 |  6.41
 37.3067 |  23.4689 |  15385 |  6.19
 37.0071 | -33.8111 |  15427 |  5.14
 37.3971 |   9.5658 |  15453 |  6.07
 37.5692 |  33.8339 |  15464 |  6.25
 37.1475 | -31.1025 |  15471 |  6.11
  37.635 |   25.235 |  15524 |  5.92
   37.66 |  19.8553 |  15550 |  6.15
 37.4808 | -22.6828 |  15588 |  6.77
 37.7267 |  17.7039 |  15596 |  6.23
 37.6883 |   0.2553 |  15633 |   6.0
 37.5575 | -25.1864 |  15634 |  6.51
 37.0183 | -64.2997 |  15646 |  6.37
 37.6367 | -22.5456 |  15652 |   6.1
 38.0258 |  36.1472 |  15656 |  5.15
 37.8754 |   2.2672 |  15694 |  5.25
 38.2188 |  34.5425 |  15755 |  5.83
 38.0392 |   -1.035 |  15779 |  5.35
 38.0217 | -15.2447 |  15798 |  4.75
 38.2254 |  15.0347 |  15814 |  6.04
 38.0617 | -36.4275 |  15889 |   6.3
 39.5083 |  72.8183 |  15920 |  5.16
 38.2792 |   -34.65 |  15975 |   5.9
 38.4175 | -20.0019 |  15996 |  6.21
 38.8662 |  39.6644 |  16004 |  6.36
 39.4004 |  65.7456 |  16024 |  5.78
 38.9117 |  37.3122 |  16028 |  5.71
 38.4612 | -28.2325 |  16046 |   4.9
  38.945 |  34.6875 |  16058 |  5.35
 38.7671 |   7.4714 |  16060 |  6.18
 38.6779 |  -7.8594 |  16074 |  5.75
 39.0204 |   6.8869 |  16160 |  5.82
 38.9687 |   5.5933 |  16161 |  4.86
 38.4775 | -51.0936 |  16170 |  6.24
 39.2383 |  38.7328 |  16176 |   5.9
 39.1787 |  31.6075 |  16187 |   6.1
 39.2604 |  34.2639 |  16210 |   5.3
    39.0 |  -7.8317 |  16212 |  5.53
 39.3367 |  39.8958 |  16219 |  6.54
 39.2767 |  32.8919 |  16220 |  6.25
   38.39 | -62.5869 |  16226 |  6.77
 39.1579 |  12.4475 |  16234 |  5.68
 39.2404 |  24.6483 |  16232 |  7.09
 39.2521 |  24.6475 |  16246 |   6.5
 39.1462 |   7.7297 |  16247 |  5.81
 39.0387 | -30.0447 |  16307 |  5.75
 39.5742 |  37.7267 |  16327 |  6.18
 39.6158 |  38.0894 |  16350 |   6.3
 39.5033 |   7.6953 |  16399 |  6.39
 39.4242 |  -3.3961 |  16400 |  5.65
 39.2442 | -34.5783 |  16417 |  5.79
 39.7042 |  21.9614 |  16432 |  5.43
 41.9483 |  81.4483 |  16458 |  5.78
 39.6537 |   3.4431 |  16467 |  6.21
 37.9187 | -79.1094 |  16522 |  5.28
 39.5779 | -30.1942 |  16538 |  5.83
 39.3517 | -52.5431 |  16555 |  5.31
 39.8708 |   0.3286 |  16582 |  4.07
 39.6033 | -37.9906 |  16589 |  6.49
 39.8908 | -11.8722 |  16620 |  4.84
 40.1712 |  27.0608 |  16628 |   5.3
 40.0654 |   6.1119 |  16647 |  6.25
 40.0512 |  -9.4531 |  16673 |  5.78
 40.7617 |  55.1058 |  16727 |  5.77
 40.0104 | -30.6339 |  16733 |  6.52
 40.7487 |  53.5261 |  16735 |  5.84
 40.5621 |  40.1939 |  16739 |  4.91
   39.95 | -42.8917 |  16754 |  4.75
 40.3079 |  -0.6958 |  16765 |  5.71
 41.2071 |  67.8247 |  16769 |  5.95
 40.7579 |  48.2656 |  16780 |  6.48
 40.5917 |  20.0117 |  16811 |  5.69
 40.1667 | -39.8556 |  16815 |  4.11
 40.4512 |  -3.2133 |  16824 |  6.05
 40.3917 | -14.5494 |  16825 |  5.98
 40.6204 |  10.7417 |  16861 |   6.3
 39.8821 | -64.2819 |  16891 |  6.55
   41.05 |  49.2283 |  16895 |  4.12
 41.0217 |  44.2969 |  16901 |  5.43
 40.8629 |  27.7072 |  16908 |  4.66
  40.165 |   -54.55 |  16920 |  5.21
 40.9633 |  25.6381 |  16955 |  6.35
  40.825 |   3.2358 |  16970 |  3.47
 40.5275 | -38.3839 |  16975 |  6.01
 39.8975 | -68.2669 |  16978 |  4.11
 40.5354 | -46.5244 |  17006 |   6.1
 41.0796 |  17.7639 |  17017 |  6.46
 41.1371 |  15.3117 |  17036 |  5.77
 40.6396 | -50.8003 |  17051 |  5.41
 41.0308 | -13.8586 |  17081 |  4.25
   41.24 |  12.4458 |  17093 |  5.18
 41.2354 |  10.1142 |  17094 |  4.27
 40.8346 | -40.5275 |  17098 |  6.36
 42.2312 |  69.6342 |  17138 |  6.18
 41.3371 |   4.7117 |  17163 |  6.03
 41.0854 |  -32.525 |  17168 |  6.22
 41.2758 | -18.5725 |  17206 |  4.47
 41.7429 |  35.9836 |  17228 |  6.25
 41.7646 |   35.555 |  17240 |   6.3
 41.0446 | -52.5706 |  17254 |  6.15
 41.3187 | -46.2872 |  17325 |  6.85
 40.8608 | -66.7144 |  17326 |  6.26
 41.9771 |  29.2472 |  17361 |  4.51
 42.3783 |  57.0842 |  17378 |  6.25
 41.6883 | -21.6397 |  17390 |  6.49
 41.7967 | -22.4856 |  17438 |  6.47
 42.1337 |  18.2836 |  17459 |  5.82
 42.9946 |  68.8886 |  17463 |   5.8
 42.1912 |  25.1881 |  17471 |  5.86
 42.3629 |  37.3261 |  17484 |  6.45
 41.9833 | -12.4606 |  17491 |   6.9
 41.3646 | -63.7044 |  17504 |  5.74
 42.6742 |  55.8956 |  17506 |  3.76
 41.8904 | -35.5508 |  17528 |  6.51
 42.3229 |  17.4642 |  17543 |  5.22
 41.3858 | -67.6167 |  17566 |  4.84
 42.4958 |  27.2606 |  17573 |  3.63
 42.9396 |  58.3147 |  17581 |  6.45
 42.6462 |  38.3186 |  17584 |  4.23
 42.2725 | -32.4058 |  17652 |  4.46
 42.9237 |  46.8419 |  17656 |  5.88
 42.8783 |  35.0597 |  17709 |  4.53
 42.4625 | -24.5603 |  17713 |  6.14
 42.4758 | -27.9417 |  17729 |  5.39
 43.2167 |  52.9978 |  17743 |  6.36
 42.8733 |  15.0819 |  17769 |  5.49
 42.5617 | -35.8436 |  17793 |  5.92
 43.3383 |  48.5694 |  17818 |  6.26
 42.7596 | -21.0042 |  17824 |  4.75
 42.6683 | -35.6761 |  17829 |  5.47
 42.2563 | -62.8067 |  17848 |  5.26
 42.6996 | -39.9317 |  17864 |  6.36
 43.5646 |  52.7625 |  17878 |  3.95
 43.4275 |  38.3375 |  17904 |  5.33
 43.2987 |  16.4833 |  17918 |  6.31
 43.1337 | -12.7694 |  17925 |  6.04
 42.9804 | -30.8144 |  17926 |   6.4
 43.2104 |  -9.4411 |  17943 |  6.32
 43.9871 |  61.5211 |  17948 |  5.59
 44.1033 |  64.3325 |  17958 |  6.24
 43.3971 | -22.3764 |  18071 |  5.95
 43.3933 | -38.4369 |  18149 |  5.92
 44.2108 |  51.2608 |  18153 |  6.22
 44.1392 |  47.1639 |  18155 |  6.02
   43.08 | -62.9097 |  18185 |  6.03
 43.9521 |  18.3317 |  18191 |  5.91
 43.4704 | -49.8903 |  18242 |   4.0
 44.1087 |  18.0231 |  18256 |  5.63
 44.0575 |   8.3817 |  18262 |  5.97
 43.5271 | -50.8714 |  18265 |  6.21
 42.6187 | -75.0669 |  18293 |  4.75
 44.3221 |  31.9342 |  18296 |  5.11
 44.1071 |  -8.8981 |  18322 |  3.89
 44.1558 |  -3.7122 |  18331 |  5.17
 44.5096 |   38.615 |  18339 |  6.04
 44.2692 |   4.5011 |  18345 |  6.11
 44.5217 |  20.6686 |  18404 |   5.8
 44.6904 |  39.6628 |  18411 |   4.7
 43.5871 | -64.4356 |  18423 |  6.56
 46.5325 |  79.4186 |  18438 |  5.49
 44.7654 |  35.1831 |  18449 |  4.93
 44.3487 | -23.8619 |  18454 |  5.45
 44.3046 | -29.8553 |  18466 |  6.29
 44.9579 |  47.2208 |  18474 |  5.47
 44.9162 |  41.0331 |  18482 |  5.89
 44.8029 |  21.3403 |  18519 |  4.63
 44.8029 |  21.3403 |  18520 |  4.63
 44.5237 | -23.6061 |  18535 |  5.84
 45.2175 |  52.3517 |  18537 |  5.28
 45.2225 |  52.3522 |  18538 |  6.74
  44.675 |  -2.7825 |  18543 |  5.23
 44.3862 | -38.1911 |  18546 |  6.41
 45.0492 |  38.1317 |  18552 |  6.11
 44.6975 |  -9.7764 |  18557 |  6.14
 44.9287 |   8.9075 |  18604 |   4.7
 44.5654 | -40.3047 |  18622 |  3.24
 44.5679 | -40.3044 |  18623 |  4.35
 44.9217 |   -2.465 |  18633 |  5.56
 44.7775 | -28.9069 |  18650 |  6.14
 44.9004 | -25.2742 |  18692 |  5.71
 45.1838 |  10.8703 |  18700 |  5.95
 44.9096 | -32.5072 |  18735 |  6.31
 45.2125 |  -2.8786 |  18760 |  6.11
 45.4754 |  26.4622 |  18769 |   5.9
 47.9283 |  81.4706 |  18778 |  5.95
 45.2917 |  -7.6628 |  18784 |  5.75
 45.4679 |   5.3361 |  18832 |  6.25
 44.6992 | -64.0714 |  18866 |  4.99
 45.5937 |   4.3528 |  18883 |  5.61
   45.57 |   4.0897 |  18884 |  2.53
 45.4837 |  -9.9614 |  18885 |  5.83
 45.5388 |  -6.4947 |  18894 |  6.19
 45.4071 | -28.0917 |  18907 |  5.89
 46.1992 |  53.5064 |  18925 |  2.93
 45.8763 |  28.2697 |  18928 |  6.36
 45.6762 |  -7.6853 |  18953 |  5.32
  46.385 |  56.7058 |  18970 |  4.76
 45.5979 | -23.6244 |  18978 |  4.09
 46.4162 |  56.0686 |  18991 |  6.11
 46.2942 |  38.8403 |  19058 |  3.39
 46.8292 |  64.0578 |  19065 |  5.89
 46.3367 |  40.5825 |  19066 |  6.05
 46.1696 |  15.8561 |  19080 |  6.49
 46.0683 |  -7.6008 |  19107 |  5.26
 46.1587 |   1.8636 |  19121 |  6.05
 46.3613 |  25.2553 |  19134 |   6.8
 46.3613 |  25.2553 |  19135 |   7.0
 45.7329 |  -46.975 |  19141 |  5.82
 47.0162 |  52.2133 |  19268 |  6.31
 46.5987 |  13.1872 |  19270 |  5.62
 47.9846 |  74.3936 |  19275 |  4.87
 46.9475 |  47.3083 |  19279 |  6.41
 45.9033 | -59.7378 |  19319 |  5.11
 46.6396 |  -6.0886 |  19349 |  5.27
 47.0421 |  40.9556 |  19356 |  2.12
 47.2667 |  49.6133 |  19373 |  4.05
 46.8571 |    17.88 |  19374 |  6.11
 45.5642 | -71.9025 |  19400 |  5.53
 47.0883 |   18.795 |  19460 |  6.27
 47.3742 |  44.8572 |  19476 |   3.8
 47.1613 |   8.4708 |  19525 |  6.28
 46.9621 | -27.8311 |  19545 |  6.19
 47.4029 |  29.0769 |  19548 |  5.72
 47.5367 |    27.82 |  19600 |  6.42
 47.6125 |  26.8964 |  19637 |  6.02
 47.8225 |  39.6117 |  19656 |  4.63
 47.6621 |  11.8725 |  19698 |  5.98
   48.11 |  47.7258 |  19735 |  6.33
   48.04 |  42.3761 |  19736 |  6.15
 47.9075 |  19.7267 |  19787 |  4.35
 47.8413 |  13.0478 |  19789 |  6.12
 47.6475 | -23.7383 |  19826 |  6.38
 48.0592 |  27.2569 |  19832 |  5.79
 47.8283 |  -3.8117 |  19836 |  6.05
   48.35 |  48.1769 |  19845 |   5.9
   47.82 | -16.0253 |  19887 |  6.26
   48.11 |   6.6608 |  19926 |  5.56
  46.955 | -69.2656 |  19940 |  6.15
 47.6142 | -48.7342 |  19948 |  6.12
 50.0821 |  77.7347 |  19978 |  5.45
 48.1933 |  -1.1961 |  19994 |  5.06
 48.0179 | -28.9869 |  20010 |  3.87
   48.95 |  57.1408 |  20041 |  5.79
 53.0838 |  84.9111 |  20084 |  5.61
 48.7362 |  42.5039 |  20063 |  6.07
 49.3817 |  65.6586 |  20104 |  6.36
 48.1075 | -44.4197 |  20121 |  5.93
 49.0508 |  50.9378 |  20123 |  5.03
 48.2562 | -35.9439 |  20144 |  6.27
 48.8354 |  30.5567 |  20149 |  5.52
 48.7254 |  21.0444 |  20150 |  4.89
 49.0196 |  45.3458 |  20162 |  6.16
 48.4083 | -29.8042 |  20176 |  6.16
 48.9458 |  32.8564 |  20193 |  6.31
 49.0079 |  34.6886 |  20210 |  6.25
 48.1383 | -57.3217 |  20234 |  5.74
 49.1463 |  32.1836 |  20277 |  6.06
 49.2975 |  40.4833 |  20283 |  6.45
 48.7508 | -26.1003 |  20293 |  6.25
 46.8833 | -78.9894 |  20313 |  5.57
 49.4475 |   44.025 |  20315 |  5.47
 49.0038 |  -5.9186 |  20319 |  6.17
 48.9583 |  -8.8197 |  20320 |   4.8
 49.9975 |  65.6522 |  20336 |  4.84
 49.4408 |  39.2833 |  20346 |  5.96
 49.6575 |  50.2222 |  20365 |  5.15
 49.1487 |  -9.1544 |  20395 |  6.14
 49.7817 |   50.095 |  20418 |  5.03
 49.0471 | -30.8275 |  20423 |  6.65
 49.6825 |  34.2228 |  20468 |  4.82
 49.5933 |  -0.9303 |  20559 |  5.38
 49.5117 | -28.7969 |  20606 |  5.91
 49.5921 | -22.5114 |  20610 |  4.88
 49.9825 |  27.0711 |  20618 |   5.9
 49.8404 |   3.3703 |  20630 |  4.83
 49.6717 | -18.5597 |  20631 |  5.71
 49.3608 | -47.7517 |  20640 |  5.85
  50.085 |  29.0483 |  20644 |  4.47
 50.1067 |  25.6628 |  20663 |  6.12
 50.4692 |  49.0708 |  20675 |  5.93
 50.3604 |  43.3294 |  20677 |  4.95
 49.8792 | -21.7578 |  20720 |  3.69
  49.895 | -24.1231 |  20729 |  5.61
 50.3067 |  21.1469 |  20756 |  5.28
 49.4425 | -62.5753 |  20766 |  5.54
 50.2783 |   3.6756 |  20791 |  5.69
 49.9821 | -43.0697 |  20794 |  4.27
 51.1687 |  64.5861 |  20797 |  5.23
 49.5537 | -62.5064 |  20807 |  5.24
  50.805 |  49.2133 |  20809 |  5.29
 50.5496 |  27.6075 |  20825 |  5.52
 50.1883 | -26.6064 |  20853 |  6.39
 49.4958 | -66.9269 |  20888 |  6.05
 50.6883 |  20.7419 |  20893 |  5.09
   50.35 | -23.6353 |  20894 |  5.52
 51.0808 |  49.8611 |  20902 |  1.79
 50.5679 | -25.5878 |  20980 |  6.35
 51.1237 |  33.5358 |  20995 |  5.61
 51.4517 |  53.9217 |  21004 |  6.51
 50.3887 | -47.7769 |  21011 |  6.39
 51.0771 |  24.7242 |  21017 |   5.5
 50.9129 |   4.8819 |  21018 |  6.38
 50.8242 |  -7.7942 |  21019 |   6.2
   48.99 | -77.3883 |  21024 |  5.52
 51.2892 |  41.2572 |  21038 |  6.51
 51.1087 |  20.8036 |  21050 |  6.08
 51.0421 |  12.6294 |  21051 |  6.04
 51.4892 |  49.1208 |  21071 |  6.09
 51.2033 |   9.0289 |  21120 |   3.6
 50.9358 | -32.7072 |  21149 |   6.5
 52.5812 |  71.8639 |  21179 |  6.32
 52.0983 |  60.2556 |  21203 |  6.49
 52.0129 |  49.0628 |  21278 |  4.98
 52.2671 |  59.9403 |  21291 |  4.21
 51.7633 |  18.7564 |  21335 |  6.57
 52.2183 |  49.8483 |  21362 |  5.58
 51.7925 |   9.7328 |  21364 |  3.74
 51.8279 |   12.735 |  21379 |  6.28
 52.4787 |  58.8786 |  21389 |  4.54
 52.0867 |  33.8075 |  21402 |  5.61
 51.4825 | -35.9208 |  21423 |  6.39
 52.5471 |  59.3661 |  21427 |  6.13
 52.3421 |  49.5089 |  21428 |  4.67
 51.5937 | -27.3175 |  21430 |  5.93
 52.5008 |  55.4519 |  21447 |  5.09
 52.3592 |  46.9378 |  21455 |  6.24
 52.1108 |  22.8042 |  21467 |  6.03
 51.5487 | -41.6369 |  21473 |  6.32
 52.0042 | -11.2867 |  21530 |  5.73
 52.6542 |  48.1036 |  21551 |  5.82
 52.6437 |  47.9953 |  21552 |  4.36
 51.0104 | -69.6247 |  21563 |  6.15
 51.8892 | -35.6814 |  21574 |  5.71
 53.8017 |  73.3469 |  21610 |  6.57
 52.8725 |  49.2097 |  21620 |  6.29
 52.0479 | -35.8533 |  21635 |   6.5
 52.9546 |  49.4008 |  21661 |  6.39
 52.4129 |   -6.805 |  21665 |  5.99
 52.6021 |  11.3364 |  21686 |  5.14
    52.4 | -12.6747 |  21688 |  5.59
 53.0358 |  48.0236 |  21699 |  5.47
 51.4008 | -69.3364 |  21722 |  5.96
 52.8367 |  27.5719 |  21743 |  5.96
 52.7183 |  12.9367 |  21754 |  4.11
 52.6892 |   6.1886 |  21755 |  5.94
 53.3837 |   58.765 |  21769 |   6.4
 53.1096 |  46.0569 |  21770 |  5.31
 52.6546 |  -5.0753 |  21790 |  4.73
 53.4217 |  57.8689 |  21794 |  6.37
 53.1629 |  44.8556 |  21803 |  6.41
 53.4125 |  54.9747 |  21819 |  5.98
 53.1667 |  35.4617 |  21856 |   5.9
 52.4792 | -42.6342 |  21882 |  5.78
 52.5567 |   -41.37 |  21899 |  6.12
 53.7533 |  60.0411 |  21903 |  6.46
 53.3963 |  39.8994 |  21912 |  5.81
   53.15 |   9.3736 |  21933 |  5.77
 54.8533 |  75.7397 |  21970 |  6.27
 52.6542 | -47.3753 |  21981 |  5.99
 52.9746 | -25.6142 |  21997 |  6.38
 52.3446 | -62.9375 |  22001 |  4.72
 53.2325 |  -9.4583 |  22049 |  3.73
 53.5346 |  17.8328 |  22072 |  6.17
 53.6108 |  24.4644 |  22091 |  5.92
 54.1225 |  48.1928 |  22192 |  4.23
 53.4471 | -21.6328 |  22203 |  4.27
  53.705 |   6.4178 |  22211 |  6.49
